4.849456952296511414e-01,-1.274841733802156429e-01,-5.353917765830838033e-02,4.899318761731809579e-01,-1.106513149782219596e+00,4.661570576450651399e-02,1.574364784312637822e+00,7.872235019938591538e-01,9.229688936916766173e-02,-1.923990092784015227e+00,9.406774763046741317e-01,-8.015106976045683895e-01,-1.264898652237596899e+00,6.452242185564620591e-01,-3.615053073085527369e-01,5.907379382807390611e-01
-1.287246637064510812e+00,-2.269440325339951325e+00,2.509715196964089623e-01,9.963471287726977099e-01,-1.051762715607706955e+00,-5.566266921596285666e-01,-4.180624632011798597e-02,1.348323714416119201e-01,-9.555843831306216618e-01,2.350934237027919593e+00,7.428449413742461704e-01,-1.124885850649926411e+00,-9.007981384948880038e-03,1.199378122176897765e+00,4.157648689936703224e-01,-9.245542633365694263e-01
-4.148606287245489854e-01,-1.725841354701451724e+00,-2.708094089595883616e-02,1.022562292900440539e+00,-1.089188137026583014e+00,1.182090615332187788e-01,-1.888708339882505527e+00,-3.084062155863718790e-01,-2.180404095682864973e+00,9.276668564887971535e-02,-7.626653728507134522e-01,1.837553354849007503e-01,5.277424429182957510e-01,5.560385133913468142e-03,-8.816618415063065539e-02,2.029629874008286539e+00
-3.246688752993216135e-03,1.165647390369739245e-01,6.516465371376393978e-02,-6.802274651975085407e-01,-2.721505916881806694e-02,-1.521933205076048345e+00,-8.899524900248670933e-01,1.121448180745108214e+00,2.137482365835288722e-01,3.707394438478122667e-01,2.506060444357026906e+00,-8.071421553041555619e-01,-6.079748817801803977e-04,3.570745065831358867e-01,-1.162085953461649668e+00,1.078470314777058237e+00
2.612763658724192251e+00,5.098358418736490538e-01,8.964747800661925226e-01,2.958738271433923872e-01,-1.368292964755990937e+00,-4.949762599471244778e-02,-3.572860110637719466e-01,-7.405530996286439072e-01,3.580251789954071451e-01,1.137754869859623597e+00,-4.419954612095708391e-01,-1.828702855068578659e+00,-1.637882453352364376e+00,-2.722892739465613277e-01,-8.035738409523343062e-01,3.477638363399318533e-01
-2.152264551725088237e-01,-1.074123039558071646e+00,5.373688045837535787e-01,8.630786357777987527e-01,2.097741167722861899e+00,-6.945868835803837849e-01,-3.603445656491284510e-02,1.113802802188454066e+00,1.036791214140495798e+00,-8.480589348559819385e-01,2.169415296141084804e-01,1.302095221330036967e+00,1.055069925737345260e+00,-5.238316557786448779e-01,-4.222580137398026512e-01,7.654099732884490637e-01
4.052134117435063909e-01,1.351121967477356245e+00,1.042914734182503356e+00,1.466628657868447760e+00,2.316684492306109178e-01,-8.929084163398005869e-02,8.992750382052850933e-01,8.640229921021278514e-01,-8.723369654702024523e-01,9.318156603830877183e-01,2.324478490226249694e-01,2.467762715836840037e+00,2.837002440617767629e+00,1.562649408982946519e-01,-1.056509065617182053e+00,6.857038699341307109e-02
1.168208109825628505e+00,-5.800034953678964156e-01,-2.874452508518992033e-01,6.361532179810680532e-01,-4.125421433980990260e-01,7.742462627937672925e-01,-1.796719637074476239e+00,-4.912660526987201459e-01,4.097245665757408978e-02,5.043274298602030692e-01,-1.029141081913660827e+00,-1.411539057977094114e+00,-4.135838958813690680e-01,3.440180550829963213e-01,8.443323854049713528e-01,1.527565530011379125e-01
2.227192463128931266e+00,7.759564606217416172e-01,3.405733607845331523e-01,1.629894945537808004e+00,1.804978841479810137e-01,1.414695895420759131e+00,1.341266302792851306e+00,-9.266283173036794496e-01,-3.371805260092314849e-01,-2.292958010509132949e-01,5.648899373891522746e-01,2.278887413331406986e+00,2.753880791415810880e-01,1.365215881319451485e+00,2.524659276900845239e-01,-3.386257403610056782e-01
1.031997387403781774e+00,-2.129830107699008046e+00,6.257010779639068376e-01,-5.472718122978774691e-01,8.268034543030194916e-01,4.497743654354520448e-02,-2.056186606443046738e+00,-1.674612140507062419e-01,-1.899554808162131625e+00,6.817409375521242820e-01,1.371444584407935652e-01,-1.622353173880512589e+00,-1.626014739672422715e+00,-1.692228040799056865e+00,-9.547548994297314073e-02,8.233597053824054379e-01
-5.693113753824000645e-01,-1.856466487902341811e+00,2.087475036074073032e+00,8.666385016227559079e-01,-2.509351935681276569e+00,1.834041722689776915e-02,-9.469941685898155548e-01,-3.673317723844518601e-01,-2.789208450054150301e-01,-3.300600404267490795e-01,2.478236422587740684e+00,-1.284554859298316698e+00,7.007483240136860303e-01,1.475377218915624733e-01,7.280104837432823661e-01,-1.295012470824331852e-01
-1.134589967588803594e+00,3.359494063574848532e-02,-7.561745638552951343e-01,-4.923946248327905617e-01,-3.560008571644864839e-01,-1.519995103987925589e-02,-1.089101029949347987e+00,2.105079734715422646e+00,1.036674263338063784e-02,2.096945553724551270e-01,-9.392723351020892952e-01,2.166077791874718161e-01,1.023166037067739120e+00,5.495080090350016322e-01,-5.005541236443014075e-01,-2.672174542438680689e+00
-1.309362730714092926e+00,-1.362838489419116783e+00,8.842601051063730955e-01,2.749691152950501857e-02,8.801723241911169060e-01,3.478864688970839669e-01,-3.585455750868532521e-01,-3.047173111637288545e-01,-9.296596981333326085e-03,-1.863377327611066558e+00,1.480089150571140821e-01,-1.428020436252976255e+00,5.130513507736877022e-04,-1.133830816920106122e-01,3.182256151358592855e-01,9.690750402737193792e-01
-1.276155158876548290e+00,-8.852813733489242054e-01,5.705722802895084600e-01,6.633447586183524036e-01,4.552839781684642761e-01,-8.721892499230894380e-01,-8.550007014183964582e-01,-1.259696244740561966e+00,1.761146087971831253e+00,-6.290627028759118167e-01,4.670019667490230564e-01,5.773020006621822908e-01,-3.548903878098730313e-01,-7.140718366902256697e-01,-4.940405311405545730e-01,5.361335791884537239e-01
