2.171934771005909204e-01,-5.672882562361531988e-01,1.309689182058670909e-02,-1.534534191186015528e+00,-8.994730382733580054e-01,-2.256305309146240320e-02,-1.825903950609798931e+00,-1.253347092298822574e+00,6.670714846648188034e-01,2.339385412700543607e-02,-1.016743996191404431e+00,5.172431490137694571e-02,-5.663956851123943537e-01,-2.153241508667459225e+00,1.045098751942554083e+00,4.939018110421481422e-01,9.849407497078705997e-01,1.240788826484062746e+00,-1.525072245662035142e+00,5.541643778675148235e-01,-3.014139288125305405e-01,-2.408642219907982884e+00,-1.101087087413370025e+00,-8.284990651330945699e-01,-2.797387699966358832e-01,1.975105938206865031e-01,-4.158783370829944870e-01,9.577787552538993276e-01,8.753681156390581419e-01,3.570669936930824795e-01,2.921465783103500136e-01,1.752926239358067184e-01
6.780423724875490887e-02,-4.360497889792528947e-01,-5.005723644450105203e-01,1.533732833336320045e+00,-1.428933039219686951e-01,4.394701860189217935e-01,4.225846766206396432e-01,-5.406179189772477578e-01,8.103807737890987850e-01,5.285223790785763542e-01,-1.002658937093706681e-01,1.891487353292371942e+00,-1.114216854097405562e+00,1.777765668121159326e+00,-2.549670241234330489e-02,6.776393299010738946e-01,-7.833422492653284719e-01,-9.203480167950032209e-01,-6.790354128854085847e-01,-9.403798742029084723e-01,1.153484359063948528e+00,8.595167705873082986e-02,-9.854400757754888662e-01,-1.051181105241956848e+00,3.725897128422242521e-01,9.343181898338605018e-01,-2.991362047342412955e-01,-9.496791625889275945e-01,1.937687138493798145e+00,2.028334756117442517e+00,7.293916534516292627e-01,-1.447068826898854743e+00
-7.310677713788825693e-01,-9.221245497315605499e-02,-1.107889001462166734e+00,1.341753911445916492e+00,9.677996919523197406e-01,2.350972257146730082e-01,1.256724818558032863e+00,2.707823275537564744e-01,-1.029287165329584530e+00,2.420304715300557880e-02,-5.758516518851125587e-01,-2.260891221585361155e+00,5.355642584270136064e-01,-3.893372601449732739e-01,7.019547010422332312e-01,4.045164321564900800e-01,-2.401410806431611533e+00,-1.222697889845946850e+00,3.094315190418285844e-01,1.253206826625510750e+00,-4.737266506656162002e-01,2.493902294727340097e-01,-9.206740719690501562e-01,5.598648051760093391e-01,2.947774104646638804e-01,-4.207752005134658968e-01,-1.125967431114312522e-01,2.354808952816205725e+00,-5.148682712433751973e-01,3.236825806426099628e-01,-1.017145479406066144e+00,-6.770603166387416660e-01
-7.385696291285974435e-02,8.722559057012485573e-01,1.110086226053664138e+00,-8.370540445165034482e-01,9.024148612743880804e-01,5.030659877977720074e-01,-4.780922485153056289e-01,7.897673427050479200e-02,-1.041680851617825088e+00,9.101745962396721179e-01,-5.373220900313840920e-02,-2.901689698912776727e+00,-2.457613412123143548e-01,1.093861942370454088e+00,-3.751125015117534600e-02,1.870462924366299573e+00,-4.563566832865987855e-01,1.795786152506635980e-01,1.328790636802095956e-02,-6.799596393364867319e-01,1.306901676535899171e+00,-9.834865373134187294e-01,1.111935521609818789e+00,4.406767744378140561e-01,-1.071343680539168092e-01,1.441541418423801568e+00,-3.138502676702821792e-01,1.283863144539542978e+00,-3.911358229757055938e-01,-7.645802051829984070e-01,-1.956683181383477854e-01,-7.148344480079873442e-01
-4.852901768927784243e-01,1.128033140681619306e+00,1.729488358622979671e+00,7.898042706515061573e-01,-7.604628891608850028e-02,7.729580138363983943e-02,-1.160578219621730689e+00,-1.320763497164189504e+00,-5.118060746959750551e-01,-3.422872746513286324e-01,5.447578779524726578e-01,6.792277259199704931e-01,1.848020456452240445e+00,-4.977367824203430269e-01,-5.223319168106846933e-01,-1.338505026827106148e+00,1.224689776696153531e+00,1.433067673193357372e+00,-1.886658360506713095e+00,3.243686656583741890e-01,5.940103241356484709e-01,-1.146531758702050013e-01,1.440706037430670439e-01,3.187692935824459339e-01,1.141757354526242274e+00,-1.030597196747307986e+00,6.931703358264182935e-01,-1.173828909160852252e-01,1.187612023960246566e+00,1.156465152891210206e-02,-2.308422270416999211e+00,-7.724233303127190364e-01
-2.325258506591615593e+00,-5.488313077105886340e-01,-2.080433419508129766e-01,4.410501766665504003e-02,-5.420134195541053135e-01,-1.695760352002251503e+00,1.290355517452036915e+00,-3.466382778638942008e-02,-6.179285034958452716e-01,2.619719970156222377e+00,-3.193539547788912247e-01,-4.641277307900105731e-01,-6.114463749474410154e-02,-1.198320475829631748e+00,-9.673335019542183000e-01,-1.030680032327218942e+00,-7.260303862887914628e-01,-8.941478699575918787e-01,1.202941263170677955e+00,-7.822293552608091671e-01,3.795503000200686761e-01,4.505875138371515654e-01,-1.271192728963759011e+00,2.259575248721831242e-01,-2.146093718975143616e-01,2.006624567776155443e-01,-1.590762564118448852e+00,1.039975587176159844e-01,8.737489128850982611e-01,1.387824529507639237e+00,-2.671928506041317264e-01,2.267068232289049856e+00
-7.248590142700340744e-01,1.094533600360433345e+00,-1.161318382747497324e+00,9.537989613902218833e-02,3.975440162469379840e-02,-3.296283961254742323e-01,1.031568900721627990e+00,-1.420487046421414545e+00,6.690726579303796218e-01,-7.112584079710868590e-01,-1.095679792768224470e+00,1.497840015167753114e+00,1.112202450692407855e-02,1.656660980341605027e+00,-1.055185922258487174e+00,2.650393861999025713e+00,3.852000623575250193e-01,4.636046932325035147e-02,-8.327052702995959566e-01,1.322720080149693000e-01,8.689940344102201619e-01,1.114039784896570628e+00,1.020087385974433714e+00,-2.637428033283501991e-02,-1.019039179829737574e+00,-4.507165033691965528e-01,-1.414496364699528330e+00,3.836534267898226158e-01,-2.371101462392027237e+00,-4.401868750856209878e-01,-4.218128373624435157e-01,4.910637409293912015e-01
-9.465453603297983159e-03,-1.650182555402215367e+00,-9.760439479081262082e-01,-2.381493616813075698e-01,1.161152682582304640e+00,5.890375513611466607e-01,-7.611757799079560405e-01,-1.684167417824459445e+00,-2.424714065711300659e+00,-1.041476216288864887e+00,-1.324590832103224036e-01,4.114680180369849616e-01,-1.128490115128053389e-01,3.435085953092672506e-01,3.594229440926972052e-01,-6.217642128427087744e-01,8.280662446981272851e-01,-2.301463024037412874e-01,8.289971489833444229e-01,1.018093344596193495e+00,1.361445211326872129e-01,2.755224331788379555e-01,1.497890816142533332e-01,2.445960358174005256e-01,1.652941082328252542e-01,-1.216943622107474088e+00,-7.443764420775814128e-02,4.535346842924938282e-01,3.676777528019462560e-01,8.147356817120771089e-01,1.363878254442439042e+00,5.823658186366221789e-01
-6.278468379696535706e-01,9.403475333718201989e-01,4.003120871756896126e-01,-3.791804904696021716e-01,1.069922845683107804e-01,2.760960697391364738e-01,4.867537109307693566e-01,-6.374740870264922026e-03,1.065911350974868971e-01,1.006275140035504112e+00,9.619606109591295473e-01,-1.375807384927065780e+00,-2.731504588276176260e-01,-1.219748942972482819e+00,-9.235335473536888662e-01,8.629746895578884747e-01,5.701532521005145959e-01,2.287379149259820998e+00,4.838965308382696395e-02,-8.894548485473149912e-02,6.045479666264128582e-01,7.947756132694702158e-01,-3.652370093567189890e-01,3.231396541517330134e-01,9.722528110341578655e-02,-7.096861512406467121e-01,1.490890672321531218e-01,-6.052728049353273132e-01,-1.755811488067561488e+00,-5.566922762502380939e-01,-4.790949735589619118e-01,-3.396368909300761518e-01
-1.162385606546219918e+00,4.023145670610287494e-01,-5.506132376697395192e-02,6.873051434318572239e-02,1.670899658629275142e-01,-5.940259641675749158e-01,-3.217850939431409762e-01,1.734586008146932201e+00,-1.457633542637082891e-01,-2.085515564308766390e-01,-8.855045952229173567e-01,-5.663971683183678385e-01,8.216167939863899816e-01,-4.499744826752850174e-02,1.647126141865308813e-01,-2.086052834134330958e+00,4.946084647885763963e-01,1.180168344781219875e-01,9.688752095699594280e-01,-7.691122178022758993e-01,7.834160169805206575e-01,1.697368827048091056e-01,-4.692021652378972618e-01,3.111345025840315248e-01,-1.314517257281561990e+00,-1.315343848692740680e+00,-2.988411050731774599e-01,-1.255915516945185439e+00,4.983916998048836811e-01,-8.723942875091420524e-01,-2.115208880768137956e+00,3.148656496210952671e+00
